embark_ID,Accession_num,Artist,Printer,Title,Year_Made,Year_Acqd,Media,Media_AAT,Dimensions,Label,Credit_Line,Notes
7446,2010.443,Bernard Langlais,,Orono Night,1952-56,2010,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",12 1/2 in. x 9 5/8 in. (31.75 cm x 24.45 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7447,2010.444,Bernard Langlais,,"Untitled (Landscape, Oslo)",1954-55,2010,"Oil, watercolor, and graphite on paper","oil paint (paint) AAT:(300015050), watercolor (paint) AAT:(300015045), graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",11 5/8 in. x 8 1/8 in. (29.53 cm x 20.64 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7448,2010.445,Bernard Langlais,,Untitled (Village in Landscape),ca. 1955-1956,2010,"Oil, watercolor, and ballpoint pen on textured paper","oil paint (paint) AAT:(300015050), watercolor (paint) AAT:(300015045), paper (fiber product) AAT:(300014109)",9 3/8 in. x 13 in. (23.81 cm x 33.02 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7449,2010.446,Bernard Langlais,,"Untitled (Snow on Roofs, View from Wergelandsveien 5, Oslo)",1955,2010,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",12 3/8 in. x 9 5/8 in. (31.43 cm x 24.45 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7450,2010.447,Bernard Langlais,,Long Necks,ca. 1969,2010,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",32 in. x 25 in. (81.28 cm x 63.5 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7451,2010.448,Bernard Langlais,,"Two Lions, Study in Brown",1970s,2010,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",15 in. x 18 in. (38.1 cm x 45.72 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7452,2010.449,Bernard Langlais,,Big Ed,ca. 1969,2010,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",18 in. x 24 in. (45.72 cm x 60.96 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7453,2010.450,Bernard Langlais,,Untitled (Two Nudes),ca. 1950-51,2010,Watercolor and ink on paper,"watercolors (paintings) AAT:(300078925), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",17 1/2 in. x 12 1/2 in. (44.45 cm x 31.75 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7454,2010.451,Bernard Langlais,,Untitled (Seated Nude with Red Screen),ca. 1951,2010,Oil and ink on paper,"oil paint (paint) AAT:(300015050), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",10 in. x 8 in. (25.4 cm x 20.32 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7455,2010.452,Bernard Langlais,,Untitled (Standing Nude),ca. 1951,2010,Ink on paper,"ink AAT:(300015012), paper (fiber product) AAT:(300014109)",11 1/4 in. x 8 7/8 in. (28.58 cm x 22.54 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7456,2010.453,Bernard Langlais,,Untitled (Seated Nude),ca. 1955,2010,Ink on paper,"ink AAT:(300015012), paper (fiber product) AAT:(300014109)",22 7/8 in. x 17 3/8 in. (58.1 cm x 44.13 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7457,2010.454,Bernard Langlais,,Untitled (House and Trees),ca. 1956,2010,Oil and pastel on paper,"oil paint (paint) AAT:(300015050), pastels (crayons) AAT:(300122621), paper (fiber product) AAT:(300014109)",11 1/2 in. x 17 1/2 in. (29.21 cm x 44.45 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7458,2010.455,Bernard Langlais,,Untitled (Norwegian Landscape with Water),ca. 1955,2010,Oil pastel on paper,"oil pastels AAT:(300230810), paper (fiber product) AAT:(300014109)",14 in. x 17 in. (35.56 cm x 43.18 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7459,2010.456,Bernard Langlais,,"Untitled (Self-Portrait, Oslo)",1955,2010,Oil pastel on paper,"oil pastels AAT:(300230810), paper (fiber product) AAT:(300014109)",11 11/16 in. x 8 1/4 in. (29.69 cm x 20.96 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7474,2010.458,Kitagawa Utamaro,,Fickle Type,1945-1955,2010,Color woodblock print with mica,"color woodcuts AAT:(300041412), mica (white pigment) AAT:(300013819)",14 1/2 in. x 10 1/2 in. (36.83 cm x 26.67 cm),,The Bernard Langlais Collection Gift of Helen Friend Langlais,
7473,2010.459,Alex Katz,,Untitled,ca. 1955,2010,Cut-and-pasted watercolored paper on paper,"collages (visual works) AAT:(300033963), paper (fiber product) AAT:(300014109), watercolor (paint) AAT:(300015045)",11 in. x 8 1/2 in. (27.94 cm x 21.59 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
6904,2010.460,Jim Dine,,I Bend Like a Crusader,1979,2010,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",60 1/2 in. x 40 in. (153.67 cm x 101.6 cm),,The Lunder Collection,
6909,2010.461,Louise Nevelson,,Cascade VIII,1979,2010,Painted wood,"wood (plant material) AAT:(300011914), paint (coating) AAT:(300015029)",94 1/2 in. x 72 1/2 in. x 10 in. (240.03 cm x 184.15 cm x 25.4 cm),,The Lunder Collection,
6903,2010.462,Kiki Smith,,Fainting Woman,2009,2010,Cast bronze,bronze (metal) AAT:(300010957),17 in. x 12 3/4 in. x 15 1/2 in. (43.18 cm x 32.39 cm x 39.37 cm),,The Lunder Collection,
7168,2010.463,Terry Winters,,In Blue,2008,2010,Oil on linen,"oil paint (paint) AAT:(300015050), linen (material) AAT:(300014069)",88 in. x 112 in. (223.52 cm x 284.48 cm),,The Lunder Collection,
8231,2010.464,Bernard Langlais,,Visit Maine With It's Pines and Rock-Rugged Coast,ca. 1940,2010,Tempera watercolor and graphite on on paper,"watercolors (paintings) AAT:(300078925), graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109), tempera AAT:(300015062)",14  x 22 1/8 in. (35.56  x 56.2 cm),,"The Bernard Langlais Collection, Gift of Helen Friend Langlais",
7202,2011.009,Alex Katz,,Mother's Day,1959,2011,Paper collage,collages (visual works) AAT:(300033963),3 3/4 in. x 7 1/2 in. (9.53 cm x 19.05 cm),,Gift of the Alex Katz Foundation,
7267,2011.105,Richard Estes,,Columbus Circle at Night,2010,2011,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",38 in. x 60 in. (96.52 cm x 152.4 cm),,The Lunder Collection,
7270,2011.106,Sol LeWitt,,Open Modular Cubes (Small),1995,2011,Painted wood,"wood (plant material) AAT:(300011914), paint (coating) AAT:(300015029)",20 1/4 in. x 42 1/8 in. x 24 3/4 in. (51.44 cm x 107 cm x 62.87 cm),,The Lunder Collection,
7490,2011.107,Claes Oldenburg,,Model for Clothespin,1974,2011,Bronze and stainless steel with golden patina,"bronze (metal) AAT:(300010957), stainless steel AAT:(300010920)",48 in. x 16 1/4 in. x 7 in. (121.92 cm x 41.28 cm x 17.78 cm),,The Lunder Collection,
7212,2011.108,Fred Sandback,,Untitled (Fourth of Ten Corner Constructions),1983,2011,Maroon and black acrylic yarn,"acrylic (fiber) AAT:(300386559), yarn AAT:(300014252)",97 1/4 in. x 98 3/4 in. x 70 in. (247.02 cm x 250.83 cm x 177.8 cm),,The Lunder Collection,
7272,2011.109,John Rogers,,The Wounded Scout: A Friend in the Swamp,1864,2011,Bronze,bronze (metal) AAT:(300010957),22 3/4 in. x 11 in. x 8 3/4 in. (57.79 cm x 27.94 cm x 22.23 cm),,The Lunder Collection,
7583,2012.281,Joan Brown,,Girl on Bed in London,1961,2012,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",84 in. x 72 in. (213.36 cm x 182.88 cm),,The Lunder Collection,
7529,2012.282,Mary Cassatt,,Nurse and and Baby Bill (No. 2),1889-1890,2012,Soft-ground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",8 9/16 in. x 5 7/16 in. (21.8 cm x 13.8 cm),,The Lunder Collection,
7533,2012.283,Mary Cassatt,,In the Shade,ca. 1879,2012,Soft-ground etching (only known state)  on paper,"soft-ground etchings (visual works) AAT:(300041376), paper (fiber product) AAT:(300014109)",5 3/8 in. x 5 1/16 in. (13.7 cm x 12.8 cm),,The Lunder Collection,
7535,2012.284,Mary Cassatt,,Standing Nude with a Towel,ca.1879,2012,Soft-ground etching and aquatint (1st state) on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",10 15/16 in. x 8 5/8 in. (27.78 cm x 21.91 cm),,The Lunder Collection,
7536,2012.285,Mary Cassatt,,At the Dressing Table,ca. 1879,2012,Soft-ground etching and aquatint (trial proof of 3rd State upper part only) on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",6 1/4 in. x 8 1/4 in. (15.88 cm x 20.96 cm),,The Lunder Collection,
7537,2012.286,Mary Cassatt,,Waiting,ca. 1879,2012,Soft-ground etching and aquatint (3rd State) on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",8 5/8 in. x 5 13/16 in. (21.91 cm x 14.76 cm),,The Lunder Collection,
7538,2012.287,Mary Cassatt,,Woman Driving in a Victoria,ca. 1879,2012,Soft-ground etching (1st State) on paper,"soft-ground etchings (visual works) AAT:(300041376), paper (fiber product) AAT:(300014109)",5 1/4 in. (13.34 cm),,The Lunder Collection,
7539,2012.288,Mary Cassatt,,Woman Driving in Victoria,ca. 1879,2012,Soft-ground etching (2nd state) on paper,"soft-ground etchings (visual works) AAT:(300041376), paper (fiber product) AAT:(300014109)",6 in. x 6 1/2 in. (15.24 cm x 16.51 cm),,The Lunder Collection,
7540,2012.289,Mary Cassatt,,Woman Driving in a Victoria (3rd State),ca. 1879,2012,Soft-ground etching (3rd State) on wove paper,"soft-ground etchings (visual works) AAT:(300041376), wove paper AAT:(300014187)",5 1/4 in. x 6 1/2 in. (13.34 cm x 16.51 cm),,The Lunder Collection ,
7541,2012.290,Mary Cassatt,,The Corner of the Sofa (No. 2),ca. 1879,2012,Soft-ground etching (2nd State) on heavy wove paper,"soft-ground etchings (visual works) AAT:(300041376), wove paper AAT:(300014187)",8 1/8 in. x 6 7/16 in. (20.64 cm x 16.35 cm),,The Lunder Collection,
7542,2012.291,Mary Cassatt,,The Bouquet,ca. 1880,2012,Soft-ground etching and aquatint (1st State) on heavy laid paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), laid paper AAT:(300014184)",9 9/16 in. x 6 1/2 in. (24.29 cm x 16.51 cm),,The Lunder Collection,
7543,2012.292,Mary Cassatt,,In the Opera Box (No. 2),1879-1880,2012,Soft-ground etching (1st State) on medium weight laid paper ,"soft-ground etchings (visual works) AAT:(300041376), laid paper AAT:(300014184)",12 3/16 in. x 9 3/16 in. (30.96 cm x 23.34 cm),,The Lunder Collection,
7546,2012.293,Mary Cassatt,,In the Opera Box (No. 3),1879-1880,2012,"Soft-ground etching and aquatint (trial proof, lower part, hands with fan only) on wove paper","soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), wove paper AAT:(300014187)",3 3/8 in. x 7 3/8 in. (8.57 cm x 18.73 cm),,The Lunder Collection,
7547,2012.294,Mary Cassatt,,In the Opera Box (No. 3) ,1879-1880,2012,Soft-ground etching and aquatint on fine laid paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), laid paper AAT:(300014184)",14 1/16 in. x 10 5/8 in. (35.72 cm x 26.99 cm),,The Lunder Collection,
7548,2012.295,Mary Cassatt,,Warming His Hands,ca. 1880,2012,Soft-ground etching on heavy laid paper,"soft-ground etchings (visual works) AAT:(300041376), laid paper AAT:(300014184)",6 5/16 in. x 4 9/16 in. (16.03 cm x 11.59 cm),,The Lunder Collection,
7549,2012.296,Mary Cassatt,,Knitting in the Library,ca. 1881,2012,Soft-ground etching and aquatint (2nd or 3rd State) on blue laid paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), laid paper AAT:(300014184)",10 7/8 in. x 8 9/16 in. (27.62 cm x 21.75 cm),,The Lunder Collection,
7550,2012.297,Mary Cassatt,,The Visitor,ca. 1880,2012,"Soft-ground etching, aquatint, drypoint, burnishing and fabric texture (2nd State) on thin laid paper","soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",15 1/2 in. x 12 3/16 in. (39.37 cm x 30.96 cm),,The Lunder Collection,
7551,2012.298,Mary Cassatt,,The Round-Backed Armchair,ca. 1881,2012,Soft-ground etching and aquatint (only known state) on laid paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), laid paper AAT:(300014184)",11 in. x 7 1/16 in. (27.94 cm x 17.94 cm),,The Lunder Collection,
7552,2012.299,Mary Cassatt,,Sketch of the Black and Green Bonnet,ca. 1883,2012,Drypoint (trial proof) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",3 13/16 in. x 2 5/16 in. (9.68 cm x 5.87 cm),,The Lunder Collection,
7553,2012.300,Mary Cassatt,,Susan and Child Facing Each Other,ca. 1883,2012,Etching (only known state) on laid paper,"etchings (prints) AAT:(300041365), laid paper AAT:(300014184)",5 1/2 in. x 5 in. (13.97 cm x 12.7 cm),,The Lunder Collection,
7554,2012.301,Mary Cassatt,,Susan Looking Down at her Hands,ca. 1883,2012,Drypoint on medium weight laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",8 3/4 in. x 5 1/2 in. (22.23 cm x 13.97 cm),,The Lunder Collection,
7555,2012.302,Mary Cassatt,,Mrs. Cassatt Reading to Her Grand-Children (No. 1),ca. 1880,2012,Soft-ground etching (1st state) on heavy laid paper,"soft-ground etchings (visual works) AAT:(300041376), laid paper AAT:(300014184)",6 1/8 in. x 11 3/4 in. (15.56 cm x 29.85 cm),,The Lunder Collection,
7556,2012.303,Mary Cassatt,,Mathilda Reading to the Children,1881,2012,Soft-ground etching on heavy laid paper,"soft-ground etchings (visual works) AAT:(300041376), laid paper AAT:(300014184)",4 5/16 in. x 6 1/4 in. (10.95 cm x 15.88 cm),,The Lunder Collection,
7557,2012.304,Mary Cassatt,,"Lydia Reading, Turned toward Right",ca. 1881,2012,Soft-ground etching and aquatint (2nd State) on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",7 1/16 in. x 4 3/8 in. (17.94 cm x 11.11 cm),,The Lunder Collection,
7558,2012.305,Mary Cassatt,,Before the Fireplace (No. 2),ca. 1882,2012,Soft-ground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",6 5/16 in. x 8 5/8 in. (16.03 cm x 21.91 cm),,The Lunder Collection,
7559,2012.306,Mary Cassatt,,Lydia at Afternoon Tea,1880-1882,2012,Soft-ground etching and aquatint (trial proof 3rd of 4th State) on heavy wove paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), wove paper AAT:(300014187)",5 1/2 in. x 8 13/16 in. (13.97 cm x 22.38 cm),,The Lunder Collection,
7560,2012.307,Mary Cassatt,,Mr. Gardner Cassatt Reading the Paper,ca. 1883,2012,Etching and drypoint on laid paper,"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",10 7/8 in. x 6 7/8 in. (27.62 cm x 17.46 cm),,The Lunder Collection,
7561,2012.308,Mary Cassatt,,Solicitude,ca. 1889,2012,Drypoint (4th State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",7 3/8 in. x 5 13/16 in. (18.73 cm x 14.76 cm),,The Lunder Collection,
7562,2012.309,Mary Cassatt,,Emmie and Her Child,ca. 1889,2012,"Soft-ground etching, aquatint, and drypoint (unique impression) on heavy laid paper","soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",8 3/8 in. x 6 1/8 in. (21.27 cm x 15.56 cm),,The Lunder Collection,
7563,2012.310,Mary Cassatt,,On the Bench,ca. 1889,2012,Soft-ground etching (only state) on fine laid paper,"soft-ground etchings (visual works) AAT:(300041376), laid paper AAT:(300014184)",7 3/8 in. x 5 5/16 in. (18.73 cm x 13.49 cm),,The Lunder Collection,
7564,2012.311,Mary Cassatt,,Nurse and Baby Bill (No. 1),ca. 1889,2012,Soft-ground etching and aquatint with netting texture (intermediate between 1st and 2nd State) on laid paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), laid paper AAT:(300014184)",7 3/8 in. x 5 5/16 in. (18.73 cm x 13.49 cm),,The Lunder Collection,
7565,2012.312,Mary Cassatt,,Nurse and Baby Bill (No. 2),ca. 1889,2012,Soft-ground etching (1st State) on heavy laid paper,"soft-ground etchings (visual works) AAT:(300041376), laid paper AAT:(300014184)",8 9/16 in. x 5 7/16 in. (21.75 cm x 13.81 cm),,The Lunder Collection,
7566,2012.313,Mary Cassatt,,The Map ,1890,2012,Drypoint (trial proof of 3rd State) on fine laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",6 1/8 in. x 9 1/8 in. (15.56 cm x 23.18 cm),,The Lunder Collection,
7567,2012.314,Mary Cassatt,,Baby's Back,1890,2012,Drypoint (2nd State) on heavy laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",9 3/16 in. x 6 7/16 in. (23.34 cm x 16.35 cm),,The Lunder Collection,
7568,2012.315,Mary Cassatt,,Baby's Back,1890,2012,"Drypoint, with a few soft-ground lines (3rd State) on wove paper","drypoints (prints) AAT:(300041349), soft-ground etchings (visual works) AAT:(300041376), wove paper AAT:(300014187)",9 3/16 in. x 6 7/16 in. (23.34 cm x 16.35 cm),,The Lunder Collection,
7569,2012.316,Mary Cassatt,,The Stocking,1890,2012,Drypoint (5th State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",10 3/16 in. (25.88 cm),,The Lunder Collection,
7570,2012.317,Mary Cassatt,,The Mandolin Player,ca. 1889,2012,Drypoint (5th State) on paper,"drypoints (prints) AAT:(300041349), paper (fiber product) AAT:(300014109)",9 1/8 in. x 6 3/8 in. (23.18 cm x 16.19 cm),,The Lunder Collection,
7571,2012.318,Mary Cassatt,,Repose,ca. 1890,2012,Drypoint (2nd State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",9 1/4 in. x 6 9/16 in. (23.5 cm x 16.67 cm),,The Lunder Collection,
7572,2012.319,Mary Cassatt,,Repose,ca. 1890,2012,Drypoint (Final State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",9 1/4 in. x 6 9/16 in. (23.5 cm x 16.67 cm),,The Lunder Collection,
7573,2012.320,Mary Cassatt,,Tea,ca. 1890,2012,Drypoint (5th State) on fine laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",7 1/8 in. x 6 1/8 in. (18.1 cm x 15.56 cm),,The Lunder Collection,
7574,2012.321,Mary Cassatt,,The Mirror,ca. 1891,2012,Drypoint (3rd or 4th State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",8 15/16 in. x 6 11/16 in. (22.7 cm x 16.99 cm),,The Lunder Collection,
7575,2012.322,Mary Cassatt,,The Mirror,ca. 1891,2012,Drypoint (6th State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",8 7/8 in. x 6 11/16 in. (22.54 cm x 16.99 cm),,The Lunder Collection,
7576,2012.323,Mary Cassatt,,The Parrot,ca. 1891,2012,Drypoint (5th State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",6 3/8 in. x 4 3/4 in. (16.19 cm x 12.07 cm),,The Lunder Collection,
7577,2012.324,Mary Cassatt,,Quietude,1891,2012,Drypoint (2nd State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",10 1/4 in. x 6 7/8 in. (26.04 cm x 17.46 cm),,The Lunder Collection,
7578,2012.325,Mary Cassatt,,Quietude,ca. 1891,2012,Drypoint (5th State) on laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",10 1/4 in. x 6 7/8 in. (26.04 cm x 17.46 cm),,The Lunder Collection,
7579,2012.326,Mary Cassatt,,The Banjo Lesson,ca. 1891-1893,2012,Drypoint (proof of 2nd State) on textured laid paper,"drypoints (prints) AAT:(300041349), laid paper AAT:(300014184)",15 3/8 in. x 10 1/8 in. (39.05 cm x 25.72 cm),,The Lunder Collection,
7584,2012.327,Jasper Johns,,False Start I,1962,2012,Color lithograph from eleven stones on ivory wove paper,"color lithographs AAT:(300041383), wove paper AAT:(300014187)",31 1/2 in. x 22 1/2 in. (80.01 cm x 57.15 cm),,"The Lunder Collection. Art © Jasper Johns and ULAE / Licensed by VAGA, New York, NY. Published by Universal Limited Art Editions",
7532,2012.328,Betye Saar,,Leader,1998,2012,Mixed media assemblage,"assemblages (sculpture) AAT:(300047194), mixed media AAT:(300163347)",26 in. x 13 1/2 in. x 2 3/4 in. (66.04 cm x 34.29 cm x 6.99 cm),,The Lunder Collection,
7618,2012.329,Richard Estes,,"Mt. Katahdin, Maine",2001,2012,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",22 in. x 36 in. (55.88 cm x 91.44 cm),,The Lunder Collection,
7910,2012.330,Romare Bearden,,City of Brass,1965,2012,Photostat and gouache on board mounted on panel,"stats (copies) AAT:(300041486), gouache (paint) AAT:(300070114), wood board AAT:(300162666), panels (wood) AAT:(300014657)",29 in. x 40 in. (73.66 cm x 101.6 cm),,The Lunder Collection,
6440,2013.001,William Acheff,,Plums and a Peach,1993,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",9 in. x 14 in. (22.86 cm x 35.56 cm),,The Lunder Collection,
6441,2013.002,Kenneth Miller Adams,,"Summer Fields, New Mexico",1930s,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",24 in. x 32 in. (60.96 cm x 81.28 cm),,The Lunder Collection,
4,2013.003,Benjamin Paul Akers,,St. Elizabeth of Hungary,1860,2013,Marble,marble (rock) AAT:(300011443),43 in. (109.22 cm),,The Lunder Collection,
6273,2013.004,John White Alexander,,The Blue Bowl,,2013,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",9 7/16 in. x 12 7/8 in. (23.97 cm x 32.7 cm),,The Lunder Collection,
29,2013.005,"Anonymous, American",,A Militia Parade ,ca. 1845,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",29 1/4 in. x 36 1/4 in. (74.3 cm x 92.08 cm),,The Lunder Collection,
173,2013.006,George Ault,,Provincetown #1,1923,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",24 in. x 16 in. (60.96 cm x 40.64 cm),,The Lunder Collection,
5,2013.007,Henry Bacon,,"A Rainy Day, the Artist's Tavern At Barbizon",1874,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",40 in. x 54 in. (101.6 cm x 137.16 cm),,The Lunder Collection,
240,2013.008,Thomas Ball,,Emancipation Group,1865,2013,Bronze,bronze (metal) AAT:(300010957),33 in. x 24 in. x 16 in. (83.82 cm x 60.96 cm x 40.64 cm),,The Lunder Collection,
7463,2013.009,Robert Bechtle,,20th St.-Early Sunday Morning,1997,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",38 in. x 67 1/2 in. (96.52 cm x 171.45 cm),,The Lunder Collection,
7545,2013.010,Robert Bechtle,,Covered Car-Cambridge,2002,2013,Charcoal on paper,"charcoal (material) AAT:(300012862), paper (fiber product) AAT:(300014109)",19 in. x 25 in. (48.26 cm x 63.5 cm),,The Lunder Collection,
6276,2013.011,Frank Weston Benson,,Portrait of a Model-Mary Sullivan,1904,2013,Oil and pastel on paper,"oil paint (paint) AAT:(300015050), pastels (crayons) AAT:(300122621), paper (fiber product) AAT:(300014109)",26 in. x 20 1/4 in. (66.04 cm x 51.44 cm),,The Lunder Collection,
6277,2013.012,Thomas Hart Benton,,Arts of the West,ca. 1932,2013,Oil on board,"oil paint (paint) AAT:(300015050), wood board AAT:(300162666)",9 1/2 in. x 15 1/2 in. (24.13 cm x 39.37 cm),,The Lunder Collection,
6278,2013.013,Etienne Berne-Bellecour,,Soldiers on a Bench,1880,2013,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",5 1/2 in. x 9 3/8 in. (13.97 cm x 23.81 cm),,The Lunder Collection,
6442,2013.014,Oscar Edmund Berninghaus,,"Inspection of Arms, Taos Indian Pueblo",1948,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",20 1/4 in. x 24 in. (51.44 cm x 60.96 cm),,The Lunder Collection,
6279,2013.015,George Caleb Bingham,,Landscape with Fisherman,ca. 1845-1850,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",25 in. x 30 in. (63.5 cm x 76.2 cm),,The Lunder Collection,
6443,2013.016,Laverne Nelson Black,,Song of the Willow,,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",31 in. x 25 in. (78.74 cm x 63.5 cm),,The Lunder Collection,
6280,2013.017,Robert Frederick Blum,,In a Dutch Courtyard,,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",14 in. x 10 in. (35.56 cm x 25.4 cm),,The Lunder Collection,
6444,2013.018,Ernest Blumenschein,,"Eagle Feather Prayer Chant (originally the right half of The Chief's Two Sons, 1915)",1920s,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",34 in. x 30 in. (86.36 cm x 76.2 cm),,The Lunder Collection,
6445,2013.019,Ernest Blumenschein,,Girl in Rose,1926,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 1/4 in. x 25 in. (76.84 cm x 63.5 cm),,The Lunder Collection,
6281,2013.020,Edward Darley Boit,,Reading on the Hillside,1907,2013,Watercolor on paper,"watercolors (paintings) AAT:(300078925), paper (fiber product) AAT:(300014109)",14 3/16 in. x 20 3/16 in. (35.98 cm x 51.22 cm),,The Lunder Collection,
6282,2013.021,Eugene Boudin,,"Fecamp, le bassin",1891,2013,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",14 1/2 in. x 18 in. (36.83 cm x 45.72 cm),,The Lunder Collection,
6283,2013.022,Adolphe William Bouguereau,,Petite fille tenant des pommes dans les mains,1895,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",36 3/4 in. x 21 3/4 in. (93.35 cm x 55.25 cm),,The Lunder Collection,
6446,2013.023,John Joseph Boyle,,Indian Capturing an Eagle,1906,2013,Bronze,bronze (metal) AAT:(300010957),18 1/8 in. x 13 3/4 in. x 11 in. (46.04 cm x 34.93 cm x 27.94 cm),,The Lunder Collection,
